	uri	Average_salary_full_professors	Average_salary_associate_professors	Average_salary_assistant_professors	Average_salary_all_ranks	Average_compensation_full_professor	Average_compensation_associate_professors	Average_compensation_assistant_professors	Average_compensation_all_ranks	Number_of_full_professors	Number_of_associate_professors	Number_of_assistant_professors	Number_of_instructors	Number_of_faculty_all_ranks	FICE	College_name	State	label_salary	label_comp	label	corr_feat
398	http://dbpedia.org/resource/Manchester_College_(Indiana)	412.0	340.0	289.0	340.0	527.0	416.0	348.0	420.0	24.0	22.0	17.0	11.0	74.0	1820.0	Manchester College	IN	low	low	IIB	IIA
399	http://dbpedia.org/resource/Manhattan_College	595.0	500.0	388.0	488.0	767.0	627.0	495.0	621.0	45.0	74.0	50.0	3.0	172.0	2758.0	Manhattan College	NY	medium	high	IIA	IIA
400	http://dbpedia.org/resource/Mansfield_University_of_Pennsylvania	665.0	532.0	428.0	516.0	839.0	690.0	568.0	670.0	47.0	60.0	58.0	14.0	179.0	3324.0	Mansfield University of Penn.	PA	high	high	IIB	IIA
401	http://dbpedia.org/resource/Marian_College,_Christchurch	420.0	329.0	303.0	330.0	520.0	411.0	379.0	411.0	15.0	23.0	34.0	5.0	79.0	1821.0	Marian College	IN	low	low	IIB	I
402	http://dbpedia.org/resource/Marietta_College	445.0	366.0	298.0	370.0	569.0	464.0	367.0	470.0	27.0	18.0	19.0	5.0	69.0	3073.0	Marietta College	OH	medium	medium	IIB	I
403	http://dbpedia.org/resource/Marist_College	580.0	485.0	373.0	417.0	741.0	643.0	481.0	542.0	16.0	34.0	91.0	0.0	151.0	2765.0	Marist College	NY	medium	medium	IIB	IIA
404	http://dbpedia.org/resource/Marquette_University	705.0	521.0	426.0	527.0	884.0	662.0	525.0	662.0	94.0	238.0	151.0	0.0	483.0	3863.0	Marquette University	WI	high	high	I	I
405	http://dbpedia.org/resource/Mars_Hill_College	356.0	308.0	259.0	309.0	426.0	378.0	309.0	372.0	35.0	16.0	18.0	11.0	80.0	2944.0	Mars Hill College	NC	low	low	IIB	IIB
406	http://dbpedia.org/resource/Marshall_University	477.0	390.0	309.0	390.0	576.0	478.0	384.0	477.0	144.0	121.0	102.0	30.0	397.0	3815.0	Marshall University	WV	medium	medium	IIA	IIA
407	http://dbpedia.org/resource/Mary_Baldwin_College	457.0	370.0	311.0	362.0	551.0	457.0	380.0	443.0	13.0	31.0	25.0	2.0	71.0	3723.0	Mary Baldwin College	VA	medium	low	IIB	IIB
408	http://dbpedia.org/resource/Marymount_College,_Tarrytown	426.0	349.0	297.0	357.0	546.0	442.0	383.0	455.0	17.0	24.0	13.0	2.0	56.0	2768.0	Marymount College Tarrytown	NY	medium	medium	IIB	I
409	http://dbpedia.org/resource/Marymount_Manhattan_College		407.0	332.0	382.0		495.0	407.0	464.0	4.0	26.0	19.0	0.0	49.0	2769.0	Marymount Manhattan College	NY	medium	medium	IIB	IIB
410	http://dbpedia.org/resource/Marymount_University	524.0	418.0	369.0	448.0	616.0	493.0	434.0	528.0	48.0	30.0	34.0	0.0	112.0	3724.0	Marymount University	VA	medium	medium	IIA	I
411	http://dbpedia.org/resource/Maryville_College	429.0	351.0	289.0	338.0	520.0	419.0	348.0	406.0	12.0	14.0	19.0	4.0	49.0	3505.0	Maryville College	TN	low	low	IIB	IIB
412	http://dbpedia.org/resource/Marywood_University	514.0	429.0	356.0	412.0	635.0	524.0	443.0	508.0	25.0	41.0	52.0	3.0	121.0	3296.0	Marywood College	PA	medium	medium	IIA	IIA
413	http://dbpedia.org/resource/Massachusetts_College_of_Liberal_Arts	510.0	394.0	361.0	428.0	642.0	507.0	468.0	546.0	34.0	34.0	21.0	2.0	91.0	2187.0	North Adams State College	MA	medium	medium	IIB	IIB
414	http://dbpedia.org/resource/Massachusetts_Institute_of_Technology	903.0	637.0	528.0	757.0	1124.0	806.0	678.0	951.0	583.0	177.0	164.0	36.0	989.0	2178.0	Massachusetts Institute of Technology	MA	high	high	I	IIA
415	http://dbpedia.org/resource/Mayville_State_University	415.0		313.0	340.0	519.0		399.0	429.0	9.0	4.0	21.0	3.0	37.0	2993.0	Mayville State University	ND	low	low	IIB	IIB
416	http://dbpedia.org/resource/McDaniel_College	477.0	379.0	313.0	412.0	612.0	489.0	400.0	530.0	36.0	30.0	10.0	3.0	79.0	2109.0	Western Maryland College	MD	medium	medium	IIB	I
417	http://dbpedia.org/resource/McKendree_University	433.0	397.0	341.0	381.0	539.0	493.0	407.0	467.0	16.0	10.0	16.0	5.0	47.0	1722.0	McKendree College	IL	medium	medium	IIB	I
418	http://dbpedia.org/resource/McNeese_State_University	456.0	374.0	323.0	363.0	554.0	458.0	398.0	446.0	76.0	77.0	104.0	33.0	290.0	2017.0	McNeese State University	LA	medium	medium	IIA	IIA
419	http://dbpedia.org/resource/McPherson_College	318.0	274.0	254.0	272.0	397.0	353.0	313.0	342.0	7.0	16.0	11.0	3.0	37.0	1933.0	McPherson College	KS	low	low	IIB	
420	http://dbpedia.org/resource/Medaille_College	435.0	371.0	276.0	349.0	525.0	446.0	322.0	418.0	11.0	16.0	13.0	2.0	43.0	2777.0	Medaille College	NY	low	low	IIB	IIB
421	http://dbpedia.org/resource/Mercy_College,_Perth	524.0	399.0	341.0	416.0	640.0	493.0	423.0	511.0	53.0	38.0	48.0	6.0	149.0	2772.0	Mercy College	NY	medium	medium	IIB	IIB
422	http://dbpedia.org/resource/Mercyhurst_University	444.0	390.0	312.0	339.0	592.0	497.0	390.0	429.0	15.0	25.0	46.0	15.0	101.0	3297.0	Mercyhurst College	PA	low	low	IIB	IIB
423	http://dbpedia.org/resource/Meredith_College	440.0	373.0	328.0	366.0	517.0	442.0	387.0	431.0	26.0	30.0	31.0	16.0	103.0	2945.0	Meredith College	NC	medium	low	IIB	I
424	http://dbpedia.org/resource/Merrimack_College	507.0	393.0	326.0	395.0	652.0	518.0	407.0	510.0	24.0	63.0	38.0	0.0	125.0	2120.0	Merrimack College	MA	medium	medium	IIB	
425	http://dbpedia.org/resource/Messiah_College	481.0	400.0	351.0	393.0	621.0	514.0	446.0	505.0	34.0	37.0	45.0	15.0	131.0	3298.0	Messiah College	PA	medium	medium	IIB	IIB
426	http://dbpedia.org/resource/Methodist_College_Belfast	348.0	309.0	295.0	316.0	416.0	371.0	353.0	379.0	21.0	21.0	19.0	1.0	62.0	2946.0	Methodist College	NC	low	low	IIB	IIB
427	http://dbpedia.org/resource/Miami_University	616.0	474.0	376.0	478.0	797.0	614.0	487.0	619.0	258.0	225.0	219.0	60.0	763.0	7104.0	Miami University	OH	medium	high	I	I
428	http://dbpedia.org/resource/Michigan_State_University	651.0	493.0	413.0	555.0	843.0	663.0	569.0	732.0	949.0	494.0	350.0	47.0	1840.0	2290.0	Michigan State University	MI	high	high	I	
429	http://dbpedia.org/resource/MidAmerica_Nazarene_University	371.0	305.0	265.0	300.0	457.0	378.0	329.0	372.0	18.0	12.0	24.0	6.0	60.0	7032.0	Mid-America Nazarene College	KS	low	low	IIB	IIA
430	http://dbpedia.org/resource/Middlebury_College	678.0	469.0	398.0	512.0	878.0	599.0	493.0	651.0	68.0	33.0	56.0	14.0	182.0	3691.0	Middlebury College	VT	high	high	IIB	IIB
431	http://dbpedia.org/resource/Midland_University	372.0		278.0	301.0	449.0		346.0	371.0	14.0	4.0	25.0	9.0	52.0	2553.0	Midland Lutheran College	NE	low	low	IIB	I
432	http://dbpedia.org/resource/Midwestern_State_University	491.0	418.0	362.0	399.0	613.0	528.0	463.0	505.0	42.0	45.0	54.0	20.0	162.0	3592.0	Midwestern State University	TX	medium	medium	IIA	IIA
433	http://dbpedia.org/resource/Millersville_University_of_Pennsylvania	660.0	552.0	429.0	549.0	842.0	723.0	576.0	716.0	117.0	97.0	100.0	6.0	320.0	3325.0	Millersville University of Penn.	PA	high	high	IIA	I
434	http://dbpedia.org/resource/Milligan_College	398.0	334.0	291.0	347.0	465.0	404.0	337.0	410.0	21.0	16.0	15.0	0.0	52.0	3511.0	Milligan College	TN	low	low	IIB	IIB
435	http://dbpedia.org/resource/Millikin_University	478.0	409.0	313.0	386.0	583.0	501.0	383.0	472.0	34.0	38.0	46.0	6.0	124.0	1724.0	Millikin University	IL	medium	medium	IIB	IIA
436	http://dbpedia.org/resource/Mills_College	593.0	461.0	407.0	492.0	737.0	571.0	507.0	612.0	28.0	16.0	23.0	2.0	70.0	1238.0	Mills College	CA	medium	high	IIA	I
437	http://dbpedia.org/resource/Millsaps_College	498.0	376.0	322.0	387.0	615.0	478.0	381.0	475.0	25.0	27.0	29.0	4.0	85.0	2414.0	Millsaps College	MS	medium	medium	IIB	IIA
438	http://dbpedia.org/resource/Minnesota_State_University,_Mankato	523.0	441.0	371.0	453.0	662.0	567.0	482.0	580.0	210.0	138.0	125.0	16.0	489.0	2360.0	Mankato State University	MN	medium	medium	IIA	I
439	http://dbpedia.org/resource/Minnesota_State_University_Moorhead	512.0	421.0	353.0	419.0	651.0	544.0	461.0	540.0	131.0	65.0	120.0	29.0	345.0	2367.0	Moorhead State University	MN	medium	medium	IIA	IIB
440	http://dbpedia.org/resource/Minot_State_University	457.0	383.0	331.0	347.0	563.0	477.0	416.0	436.0	34.0	41.0	68.0	16.0	188.0	2994.0	Minot State University	ND	low	low	IIA	IIA
441	http://dbpedia.org/resource/Misericordia_University	493.0	425.0	346.0	377.0	578.0	508.0	420.0	455.0	9.0	22.0	48.0	5.0	84.0	3247.0	College Misericordia	PA	medium	medium	IIB	IIB
442	http://dbpedia.org/resource/Mississippi_State_University	540.0	432.0	389.0	455.0	649.0	521.0	471.0	548.0	278.0	191.0	155.0	40.0	669.0	2423.0	Mississippi State University	MS	medium	medium	I	
443	http://dbpedia.org/resource/Missouri_Southern_State_University	489.0	406.0	349.0	389.0	592.0	496.0	430.0	476.0	42.0	50.0	67.0	28.0	187.0	2488.0	Missouri Southern State Coll	MO	medium	medium	IIB	IIB
444	http://dbpedia.org/resource/Missouri_University_of_Science_and_Technology	663.0	508.0	454.0	564.0	802.0	626.0	557.0	686.0	114.0	79.0	56.0	4.0	253.0	2517.0	University of Missouri-Rolla	MO	high	high	I	I
445	http://dbpedia.org/resource/Missouri_Valley_College		318.0	285.0	302.0		379.0	334.0	357.0	4.0	18.0	22.0	3.0	47.0	2489.0	Missouri Valley College	MO	low	low	IIB	IIB
446	http://dbpedia.org/resource/Missouri_Western_State_University	473.0	393.0	334.0	385.0	580.0	483.0	414.0	474.0	44.0	44.0	64.0	9.0	161.0	2490.0	Missouri Western State College	MO	medium	medium	IIB	IIB
447	http://dbpedia.org/resource/Molloy_College	541.0	435.0	353.0	381.0	697.0	551.0	463.0	494.0	16.0	20.0	58.0	22.0	116.0	2775.0	Molloy College	NY	medium	medium	IIB	
448	http://dbpedia.org/resource/Monmouth_College	529.5	424.0	366.5	450.0	663.5	540.0	454.0	566.5	30.5	33.5	20.0	1.0	85.0	1725.0	Monmouth College	IL	high	high	IIA	IIB
449	http://dbpedia.org/resource/Montana_State_University	497.0	397.0	346.0	407.0	602.0	487.0	427.0	498.0	154.0	146.0	144.0	24.0	468.0	2532.0	Montana State University	MT	medium	medium	I	IIA
450	http://dbpedia.org/resource/Montana_State_University_Billings	409.0	358.0	292.0	348.0	500.0	440.0	364.0	430.0	47.0	41.0	48.0	5.0	141.0	2530.0	Eastern Montana College	MT	low	low	IIA	IIA
451	http://dbpedia.org/resource/Montclair_State_University	647.0	521.0	417.0	532.0	802.0	661.0	541.0	672.0	155.0	130.0	125.0	9.0	419.0	2617.0	Montclair State College	NJ	high	high	IIA	IIA
452	http://dbpedia.org/resource/Moravian_College	490.0	406.0	343.0	423.0	624.0	516.0	430.0	537.0	35.0	29.0	19.0	3.0	86.0	3301.0	Moravian College	PA	medium	medium	IIB	IIA
453	http://dbpedia.org/resource/Morehead_State_University	478.0	395.0	322.0	373.0	600.0	498.0	410.0	472.0	87.0	89.0	123.0	37.0	336.0	1976.0	Morehead State University	KY	medium	medium	IIA	IIA
454	http://dbpedia.org/resource/Morgan_State_University	594.0	517.0	439.0	450.0	743.0	651.0	558.0	571.0	26.0	41.0	91.0	42.0	229.0	2083.0	Morgan State University	MD	medium	medium	IIA	IIA
455	http://dbpedia.org/resource/Morningside_College	389.0	331.0	303.0	341.0	495.0	414.0	365.0	425.0	20.0	29.0	16.0	1.0	66.0	1879.0	Morningside College	IA	low	low	IIB	IIA
456	http://dbpedia.org/resource/Morris_College		278.0	252.0	269.0		314.0	285.0	303.0	5.0	16.0	21.0	4.0	46.0	3439.0	Morris College	SC	low	low	IIB	
457	http://dbpedia.org/resource/Mount_Holyoke_College	694.0	505.0	400.0	541.0	866.0	645.0	496.0	678.0	73.0	47.0	51.0	3.0	191.0	2192.0	Mount Holyoke College	MA	high	high	IIB	IIA
458	http://dbpedia.org/resource/Mount_Mary_College	393.0	327.0	282.0	312.0	493.0	393.0	327.0	371.0	8.0	19.0	19.0	6.0	52.0	3869.0	Mount Mary College	WI	low	low	IIB	IIA
459	http://dbpedia.org/resource/Mount_Mercy_College,_Cork	379.0	356.0	334.0	337.0	465.0	427.0	396.0	405.0	7.0	20.0	28.0	8.0	63.0	1880.0	Mount Mercy College	IA	low	low	IIB	IIB
460	http://dbpedia.org/resource/Mount_Saint_Mary_College	514.0	407.0	349.0	395.0	633.0	505.0	424.0	482.0	14.0	8.0	23.0	6.0	51.0	2778.0	Mount Saint Mary College	NY	medium	medium	IIB	IIA
461	http://dbpedia.org/resource/Muhlenberg_College	589.0	432.0	359.0	449.0	809.0	568.0	463.0	600.0	36.0	31.0	37.0	2.0	115.0	3304.0	Muhlenberg College	PA	medium	high	IIB	IIA
462	http://dbpedia.org/resource/Murray_State_University	462.0	396.0	342.0	383.0	601.0	520.0	451.0	503.0	95.0	101.0	101.0	7.0	336.0	1977.0	Murray State University	KY	medium	medium	IIA	I
463	http://dbpedia.org/resource/Muskingum_University	446.0	365.0	290.0	353.0	574.0	461.0	378.0	453.0	19.0	19.0	28.0	3.0	69.0	3084.0	Muskingum College	OH	medium	medium	IIB	IIB
464	http://dbpedia.org/resource/National_Louis_University	490.0	405.0	337.0	348.0	566.0	472.0	394.0	405.0	20.0	51.0	120.0	23.0	253.0	1733.0	National-Louis University	IL	low	low	IIA	I
465	http://dbpedia.org/resource/Nazareth_College_(New_York)	513.0	428.0	343.0	430.0	634.0	533.0	425.0	532.0	37.0	33.0	35.0	0.0	105.0	2779.0	Nazareth College of Rochester	NY	medium	medium	IIB	IIB
466	http://dbpedia.org/resource/Nebraska_Wesleyan_University	454.0	381.0	327.0	396.0	548.0	468.0	400.0	481.0	37.0	23.0	25.0	2.0	87.0	2555.0	Nebraska Wesleyan University	NE	medium	medium	IIB	IIB
467	http://dbpedia.org/resource/Neumann_University		328.0	296.0	307.0		457.0	399.0	415.0	5.0	9.0	27.0	3.0	44.0	3988.0	Neumann College	PA	low	low	IIB	I
468	http://dbpedia.org/resource/New_England_College	423.0	329.0	251.0	327.0	551.0	437.0	313.0	423.0	20.0	20.0	23.0	2.0	65.0	2579.0	New England College	NH	low	low	IIB	IIA
469	http://dbpedia.org/resource/New_Jersey_City_University	649.0	525.0	405.0	520.0	840.0	697.0	558.0	692.0	80.0	66.0	90.0	1.0	237.0	2613.0	Jersey City State College	NJ	high	high	IIB	IIA
470	http://dbpedia.org/resource/New_Jersey_Institute_of_Technology	771.0	606.0	501.0	615.0	976.0	790.0	670.0	799.0	104.0	98.0	71.0	0.0	303.0	2621.0	New Jersey Institute of Technology	NJ	high	high	IIA	IIB
471	http://dbpedia.org/resource/New_York_Institute_of_Technology	569.0	492.0	410.0	491.0	726.0	642.0	546.0	639.0	68.0	106.0	43.0	11.0	228.0	4804.0	New York Institute of Technology	NY	medium	high	IIA	I
472	http://dbpedia.org/resource/New_York_University	887.0	591.0	507.0	683.0	1172.0	785.0	674.0	905.0	532.0	337.0	252.0	42.0	1231.0	2785.0	New York University	NY	high	high	I	I
473	http://dbpedia.org/resource/Newberry_College	351.0	290.0	243.0	287.0	411.0	344.0	290.0	339.0	11.0	19.0	11.0	5.0	46.0	3440.0	Newberry College	SC	low	low	IIB	I
474	http://dbpedia.org/resource/Niagara_University	503.0	430.0	376.0	443.0	612.0	524.0	448.0	537.0	39.0	43.0	24.0	2.0	108.0	2788.0	Niagara University	NY	medium	medium	IIA	IIB
475	http://dbpedia.org/resource/Nicholls_State_University	440.0	361.0	316.0	338.0	535.0	439.0	385.0	412.0	72.0	67.0	82.0	40.0	286.0	2005.0	Nicholls State University	LA	low	low	IIB	IIB
476	http://dbpedia.org/resource/Norfolk_State_University	492.0	429.0	355.0	406.0	618.0	545.0	456.0	516.0	83.0	88.0	92.0	30.0	297.0	3765.0	Norfolk State University	VA	medium	medium	IIA	IIA
477	http://dbpedia.org/resource/North_Carolina_Wesleyan_College	384.0	317.0	299.0	320.0	478.0	385.0	360.0	389.0	10.0	13.0	20.0	2.0	45.0	2951.0	North Carolina Wesleyan Coll	NC	low	low	IIB	IIB
478	http://dbpedia.org/resource/North_Central_College	473.0	399.0	348.0	398.0	588.0	501.0	437.0	497.0	24.0	40.0	28.0	5.0	97.0	1734.0	North Central College	IL	medium	medium	IIB	IIB
479	http://dbpedia.org/resource/North_Park_University	415.0	337.0	285.0	339.0	540.0	426.0	352.0	431.0	23.0	18.0	18.0	2.0	65.0	1735.0	North Park College	IL	low	low	IIB	IIB
480	http://dbpedia.org/resource/Northeastern_University	688.0	525.0	460.0	543.0	880.0	689.0	599.0	705.0	236.0	260.0	176.0	0.0	730.0	2199.0	Northeastern University	MA	high	high	I	I
481	http://dbpedia.org/resource/Northern_Arizona_University	511.0	422.0	359.0	412.0	619.0	518.0	446.0	507.0	173.0	192.0	175.0	33.0	608.0	1082.0	Northern Arizona University	AZ	medium	medium	I	IIA
482	http://dbpedia.org/resource/Northern_Illinois_University	578.0	435.0	375.0	440.0	667.0	509.0	443.0	515.0	314.0	266.0	246.0	112.0	944.0	1737.0	Northern Illinois University	IL	medium	medium	I	I
483	http://dbpedia.org/resource/Northern_Kentucky_University	506.0	427.0	350.0	388.0	623.0	529.0	432.0	478.0	83.0	96.0	90.0	14.0	341.0	9275.0	Northern Kentucky University	KY	medium	medium	IIA	I
484	http://dbpedia.org/resource/Northern_Michigan_University	571.0	459.0	347.0	467.0	749.0	609.0	468.0	619.0	149.0	72.0	61.0	21.0	329.0	2301.0	Northern Michigan University	MI	medium	high	IIA	IIA
485	http://dbpedia.org/resource/Northern_State_University	417.0	333.0	297.0	337.0	498.0	402.0	362.0	407.0	27.0	30.0	35.0	12.0	104.0	3466.0	Northern State University	SD	low	low	IIA	I
486	http://dbpedia.org/resource/Northland_College_(Kaikohe)	375.0	296.0	271.0	325.0	458.0	354.0	344.0	397.0	19.0	15.0	7.0	2.0	44.0	3875.0	Northland College	WI	low	low	IIB	
487	http://dbpedia.org/resource/Northwest_Christian_University				292.0				409.0	4.0	5.0	2.0	0.0	11.0	3208.0	Northwest Christian College	OR	low	low	IIB	
488	http://dbpedia.org/resource/Northwest_Nazarene_University				341.0				448.0	0.0	0.0	0.0	0.0	71.0	1624.0	Northwest Nazarene College	ID	low	medium	IIB	IIB
489	http://dbpedia.org/resource/Northwestern_College_(Minnesota)	401.5	355.5	312.0	338.5	520.5	465.5	400.0	437.5	11.0	16.0	27.0	3.5	57.5	1883.0	Northwestern College	IA	low	low	IIB	IIB
490	http://dbpedia.org/resource/Northwestern_University	860.0	596.0	496.0	712.0	1045.0	735.0	602.0	868.0	460.0	209.0	203.0	0.0	872.0	1739.0	Northwestern University	IL	high	high	I	IIB
491	http://dbpedia.org/resource/Norwich_University	423.0	356.0	297.0	371.0	545.0	468.0	394.0	484.0	62.0	51.0	32.0	1.0	146.0	3692.0	Norwich University	VT	medium	medium	IIA	IIB
492	http://dbpedia.org/resource/Notre_Dame_College	335.0	296.5	265.0	288.0	393.0	364.5	315.0	344.5	5.5	10.0	14.0	2.0	31.5	2584.0	Notre Dame College	NH	low	low	IIB	IIB
493	http://dbpedia.org/resource/Notre_Dame_of_Maryland_University	524.0	421.0	374.0	448.0	630.0	503.0	443.0	535.0	25.0	16.0	15.0	3.0	59.0	1179.0	College of Notre Dame	CA	medium	medium	IIB	IIB
494	http://dbpedia.org/resource/Oakland_City_University		282.0	252.0	269.0		340.0	314.0	328.0	3.0	11.0	10.0	4.0	28.0	1824.0	Oakland City College	IN	low	low	IIB	IIA
495	http://dbpedia.org/resource/Oakland_University	633.0	518.0	432.0	534.0	831.0	690.0	582.0	710.0	123.0	142.0	85.0	8.0	358.0	2307.0	Oakland University	MI	high	high	IIA	I
496	http://dbpedia.org/resource/Oakwood_University	301.0	290.0	283.0	290.0	375.0	363.0	355.0	362.0	18.0	28.0	28.0	3.0	77.0	1033.0	Oakwood College	AL	low	low	IIB	IIB
497	http://dbpedia.org/resource/Oberlin_College	588.0	454.0	385.0	507.0	789.0	605.0	491.0	673.0	121.0	69.0	43.0	6.0	239.0	3086.0	Oberlin College	OH	high	high	IIB	
498	http://dbpedia.org/resource/Occidental_College	624.0	469.0	388.0	490.0	806.0	593.0	482.0	621.0	49.0	42.0	33.0	15.0	139.0	1249.0	Occidental College	CA	medium	high	IIB	
499	http://dbpedia.org/resource/Oglethorpe_University	516.0	454.0	329.0	450.0	630.0	550.0	390.0	546.0	21.0	9.0	10.0	0.0	44.0	1586.0	Oglethorpe University	GA	medium	medium	IIB	IIA
500	http://dbpedia.org/resource/Ohio_Dominican_University		321.0	293.0	300.0		395.0	347.0	362.0	5.0	13.0	19.0	6.0	43.0	2540.0	College of Saint Mary	NE	low	low	IIB	
501	http://dbpedia.org/resource/Ohio_Northern_University	511.0	431.0	371.0	437.0	639.0	546.0	465.0	550.0	55.0	53.0	39.0	8.0	155.0	3089.0	Ohio Northern University	OH	medium	medium	IIB	IIA
502	http://dbpedia.org/resource/Ohio_Wesleyan_University	541.0	395.0	354.0	453.0	726.0	584.0	500.0	626.0	67.0	25.0	42.0	2.0	136.0	3109.0	Ohio Wesleyan University	OH	medium	high	IIB	IIB
503	http://dbpedia.org/resource/Oklahoma_Baptist_University	379.0	335.0	282.0	317.0	467.0	420.0	359.0	399.0	22.0	33.0	42.0	5.0	102.0	3164.0	Oklahoma Baptist University	OK	low	low	IIB	IIB
504	http://dbpedia.org/resource/Oklahoma_State_University_Center_for_Health_Sciences	532.0	409.0	373.0	449.0	655.0	509.0	460.0	555.0	342.0	247.0	181.0	11.0	794.0	3170.0	Oklahoma State University	OK	medium	medium	I	I
505	http://dbpedia.org/resource/Old_Dominion_University	595.0	451.0	370.0	446.0	731.0	564.0	468.0	557.0	165.0	228.0	156.0	52.0	643.0	3728.0	Old Dominion University	VA	medium	medium	I	I
506	http://dbpedia.org/resource/Olivet_College	400.0		306.0	329.0	487.0		357.0	390.0	13.0	4.0	23.0	2.0	44.0	2308.0	Olivet College	MI	low	low	IIB	I
507	http://dbpedia.org/resource/Olivet_Nazarene_University	391.0	335.0	278.0	320.0	476.0	412.0	346.0	395.0	26.0	22.0	36.0	8.0	92.0	1741.0	Olivet Nazarene University	IL	low	low	IIA	IIA
508	http://dbpedia.org/resource/Oregon_Institute_of_Technology	500.0	441.0	391.0	438.0	648.0	574.0	512.0	572.0	38.0	32.0	32.0	7.0	109.0	3211.0	Oregon Institute of Technology	OR	medium	medium	IIB	IIB
509	http://dbpedia.org/resource/Oregon_State_University	597.0	473.0	400.0	475.0	762.0	615.0	522.0	615.0	206.0	209.0	133.0	46.0	622.0	3210.0	Oregon State University	OR	medium	high	I	IIB
510	http://dbpedia.org/resource/Ottawa_University	338.0	292.0	264.0	284.0	410.0	348.0	309.0	338.0	13.0	12.0	22.0	8.0	55.0	1937.0	Ottawa University	KS	low	low	IIB	IIA
511	http://dbpedia.org/resource/Otterbein_University	459.0	372.0	329.0	363.0	600.0	467.0	399.0	457.0	22.0	42.0	56.0	10.0	130.0	3110.0	Otterbein College	OH	medium	medium	IIB	I
512	http://dbpedia.org/resource/Ouachita_Baptist_University	422.0	355.0	289.0	342.0	529.0	445.0	375.0	435.0	36.0	14.0	28.0	19.0	97.0	1102.0	Ouachita Baptist University	AR	low	low	IIB	IIA
513	http://dbpedia.org/resource/Our_Lady_of_Holy_Cross_College		306.0	325.0	314.0		378.0	400.0	385.0	1.0	9.0	9.0	6.0	25.0	2023.0	Our Lady of Holy Cross College	LA	low	low	IIB	IIB
514	http://dbpedia.org/resource/Pace_University	685.0	513.0	436.0	576.0	851.0	643.0	556.0	720.0	187.0	124.0	77.0	3.0	397.0	2791.0	Pace University	NY	high	high	IIA	I
515	http://dbpedia.org/resource/Pacific_Lutheran_University	494.0	409.0	351.0	422.0	617.0	513.0	434.0	527.0	78.0	88.0	63.0	0.0	229.0	3785.0	Pacific Lutheran University	WA	medium	medium	IIA	IIB
516	http://dbpedia.org/resource/Pacific_Union_College	362.0	333.0	315.0	336.0	441.0	398.0	376.0	403.0	40.0	17.0	41.0	4.0	102.0	1258.0	Pacific Union College	CA	low	low	IIB	IIB
517	http://dbpedia.org/resource/Pacific_University	441.0	381.0	341.0	370.0	561.0	469.0	421.0	461.0	28.0	32.0	41.0	7.0	108.0	3212.0	Pacific University	OR	medium	medium	IIA	IIA
518	http://dbpedia.org/resource/Palm_Beach_Atlantic_University	413.0	369.0	333.0	348.0	491.0	451.0	390.0	412.0	11.0	14.0	28.0	13.0	66.0	8849.0	Palm Beach Atlantic College	FL	low	low	IIB	IIA
519	http://dbpedia.org/resource/Park_College_of_Engineering_and_Technology	341.0	320.0	283.0	299.0	407.0	388.0	336.0	356.0	10.0	8.0	24.0	3.0	45.0	2498.0	Park College	MO	low	low	IIB	I
520	http://dbpedia.org/resource/Pepperdine_University	715.0	561.0	511.0	637.0	930.0	737.0	645.0	829.0	130.0	72.0	22.0	7.0	231.0	1264.0	Pepperdine University	CA	high	high	IIA	IIB
521	http://dbpedia.org/resource/Peru_State_College	483.0	402.0	308.0	367.0	584.0	493.0	385.0	452.0	14.0	8.0	19.0	9.0	50.0	2559.0	Peru State College	NE	medium	medium	IIB	IIB
522	http://dbpedia.org/resource/Pfeiffer_University	395.0	322.0	269.0	337.0	471.0	381.0	321.0	401.0	23.0	9.0	15.0	2.0	49.0	2955.0	Pfeiffer College	NC	low	low	IIB	IIB
523	http://dbpedia.org/resource/Phillips_University	365.0	315.0	273.0	317.0	438.0	381.0	327.0	381.0	16.0	10.0	15.0	1.0	42.0	3175.0	Phillips University	OK	low	low	IIB	IIA
524	http://dbpedia.org/resource/Pittsburg_State_University	450.0	381.0	331.0	375.0	567.0	484.0	425.0	477.0	103.0	76.0	70.0	4.0	291.0	1926.0	Pittsburg State University	KS	medium	medium	IIA	IIA
525	http://dbpedia.org/resource/Pitzer_College	652.0	439.0	381.0	547.0	824.0	572.0	482.0	695.0	31.0	10.0	13.0	0.0	54.0	1172.0	Pitzer College	CA	high	high	IIB	IIA
526	http://dbpedia.org/resource/Point_Loma_Nazarene_University	507.0	393.0	358.0	429.0	637.0	523.0	468.0	549.0	43.0	21.0	23.0	7.0	94.0	1262.0	Point Loma Nazarene College	CA	medium	medium	IIB	IIB
527	http://dbpedia.org/resource/Point_Park_University	411.0	331.0	290.0	357.0	519.0	430.0	363.0	452.0	33.0	19.0	17.0	1.0	73.0	3357.0	Point Park College	PA	medium	medium	IIB	IIA
528	http://dbpedia.org/resource/Pomona_College	730.0	525.0	417.0	566.0	909.0	658.0	530.0	708.0	60.0	52.0	40.0	7.0	161.0	1173.0	Pomona College	CA	high	high	IIB	IIB
529	http://dbpedia.org/resource/Portland_State_University	544.0	437.0	382.0	474.0	693.0	564.0	498.0	609.0	205.0	113.0	77.0	16.0	411.0	3216.0	Portland State University	OR	medium	high	I	I
